movie,actor
Holy Matrimony,Taylor Lautner
Saving Grace,Youki Kudoh
Saving Grace,Richard Basehart
Saving Grace,James Broderick
Saving Grace,Norman Alden
Westworld,Frederick Piper
Westworld,Danny Trejo
Westworld,Claude Gensac
Westworld,Michel Piccoli
Topaz,Max Wall
Topaz,Michael Aherne
Topaz,Carrie-Anne Moss
Topaz,Imogen Claire
The Greatest Story Ever Told,Bin Wu
The Greatest Story Ever Told,Grace Jones
The Greatest Story Ever Told,William Hickey
The Greatest Story Ever Told,Anthony Quinn
The Country Girl,Barton Heyman
The Country Girl,Nicollette Sheridan
The Country Girl,Gale Hansen
The Country Girl,Verna Felton
The Spider Woman,Mickey Rooney
The Spider Woman,Don Harvey
The Spider Woman,Dana Wynter
The Spider Woman,Cheech Marin
Harley Davidson and the Marlboro Man,Robin Williams
Harley Davidson and the Marlboro Man,Carroll O'Connor
Harley Davidson and the Marlboro Man,Chris Rock
Harley Davidson and the Marlboro Man,Mamaengaroa Kerr-Bell
The Princess Bride,Dina Meyer
The Princess Bride,Margaret Blye
The Princess Bride,Pamela Duncan
The Princess Bride,Louis Merrill
Our Mother's House,Isabelle De Valvert
Our Mother's House,Jean-Claude Van Damme
Our Mother's House,Christine Taylor
Our Mother's House,Jean Wallace
Madame Bovary,Milla Jovovich
Madame Bovary,Joseph Pilato
Madame Bovary,Shelley Long
Madame Bovary,Richard Benjamin
The Diary of Anne Frank,Tom Courtenay
The Diary of Anne Frank,Raymond Burr
The Diary of Anne Frank,Caroline Goodall
The Diary of Anne Frank,Holly Hunter
Born on the Fourth of July,Allison Janney
Born on the Fourth of July,Steve Forrest
Born on the Fourth of July,Fionnula Flanagan
Born on the Fourth of July,Austin O'Brien
Short Circuit,Allison Janney
Short Circuit,Beverly Bonner
Short Circuit,Michael O'Keefe
Short Circuit,Tom Sizemore
Maid to Order,John Cameron Mitchell
Maid to Order,Allison Janney
Maid to Order,Maureen O`Sullivan
Maid to Order,Anthony Quayle
Only the Lonely,James Badge Dale
Only the Lonely,Michael C. Williams
Only the Lonely,Linda Fiorentino
Only the Lonely,Jon Heder
Mr. Destiny,Meg Foster
Mr. Destiny,Aldo Ray
Mr. Destiny,Neal McDonough
Mr. Destiny,Kathy Baker
Prelude to a Kiss,Martin Sheen
Prelude to a Kiss,Dennis Price
Prelude to a Kiss,Meg Foster
Prelude to a Kiss,Kevin Kline
InnerSpace,John Cameron Mitchell
InnerSpace,Mac Davis
InnerSpace,Amy Locane
InnerSpace,Jean Lenauer
Uncle Buck,John Cameron Mitchell
Uncle Buck,Damon Wimbley
Uncle Buck,Anne-Marie Kennedy
Uncle Buck,Stephane Gauger
The Great Outdoors,Tom Guiry
The Great Outdoors,Darwyn Carson
The Great Outdoors,Eugene Brell
The Great Outdoors,John Cameron Mitchell
Splash,John Cameron Mitchell
Splash,Eugene Brell
Splash,Robert Logan
Splash,Meg Foster
Armed and Dangerous,Richard Garland
Armed and Dangerous,Debra Paget
Armed and Dangerous,Louis Calhern
Armed and Dangerous,David Janssen
An Officer and a Gentleman,Richard Garland
An Officer and a Gentleman,Lena Horne
An Officer and a Gentleman,Mike Connors
An Officer and a Gentleman,Tom Hulce
Mr. Jones,Sylva Koscina
Mr. Jones,Sharon Gless
Mr. Jones,James Whitmore
Mr. Jones,Rod Mullinar
The Specialist,Woodrow Parfrey
The Specialist,Kirsten Sheridan
The Specialist,Billy Crudup
The Specialist,Judson Pratt
Deconstructing Harry,Wings Hauser
Deconstructing Harry,Christian Bale
Deconstructing Harry,Shane Briant
Deconstructing Harry,Lisa Smit
Heathers,Michael Dolan
Heathers,Sean Patrick Flanery
Heathers,Deborah Harry
Heathers,James Purefoy
The Game,Sam Jaffe
The Game,Julie Brown
The Game,Jörg Schüttauf
The Game,David Tress
In the Mouth of Madness,Tisa Farrow
In the Mouth of Madness,Redd Foxx
In the Mouth of Madness,William Forsythe
In the Mouth of Madness,Joachim Fuchsberger
Pleasantville,Robert Guillaume
Pleasantville,Julie Delpy
Pleasantville,Lloyd Bochner
Pleasantville,Cesare Doneva
Airplane II: The Sequel,Rubén Blades
Airplane II: The Sequel,William Hopper
Airplane II: The Sequel,Khandi Alexander
Airplane II: The Sequel,Jennifer Clay
Dark City,Heather Angel
Dark City,Josh Stewart
Dark City,Michael Burns
The Blair Witch Project,Johnathon Schaech
The Blair Witch Project,Ian Hunter
The Blair Witch Project,Casey Siemaszko
The Blair Witch Project,Michael Goodliffe
Sleepy Hollow,Mel Ferrer
Sleepy Hollow,Anthony Higgins
Sleepy Hollow,Laurence Naismith
Sleepy Hollow,Edward Everett Horton
The Bounty,Marilu Henner
The Bounty,Allen Covert
The Bounty,Patty Duke
The Bounty,William Takaku
The Texas Chainsaw Massacre,Chester Morris
The Texas Chainsaw Massacre,Darwyn Carson
The Texas Chainsaw Massacre,Sam Jaffe
The Texas Chainsaw Massacre,Michael Maloney
Memoirs of an Invisible Man,Jack Lambert
Memoirs of an Invisible Man,Shirley Henderson
Memoirs of an Invisible Man,Lou Hancock
Memoirs of an Invisible Man,Cliff Gorman
Irma la Douce,Susanne Benton
Irma la Douce,Udo Kier
Irma la Douce,Janice Logan
Irma la Douce,Gert Van den Bergh
Nemesis,Joseph Schildkraut
Nemesis,Peter Vaughan
Nemesis,Judson Pratt
Nemesis,Ian Hendry
Naked Lunch,Ian Hendry
Naked Lunch,Penny Singleton
Naked Lunch,Reba McEntire
Naked Lunch,Paul Burke
The Borrowers,Inger Stevens
The Borrowers,George Rose
The Borrowers,Maria Lundqvist
The Borrowers,Anna Paquin
Viaggio in Italia,Ed Flanders
Viaggio in Italia,Mary Crosby
Viaggio in Italia,Michael Berryman
The Abyss,Joan Crawford
The Abyss,Anita Ekberg
The Abyss,Ras Daniel Hartman
The Abyss,Christopher Lee
Addams Family Values,Terence Morgan
Addams Family Values,Hughie Restorick
Addams Family Values,Guy Madison
Addams Family Values,Bill Hayes
"""The Adventures of Priscilla",Mary Astor
"""The Adventures of Priscilla",Arthur Askey
"""The Adventures of Priscilla",June Ritchie
"""The Adventures of Priscilla",Malachi Pearson
The Lodger,John Getz
The Lodger,Peter Lind Hayes
The Lodger,Macdonald Carey
The Lodger,Robert Webber
Secret Agent,Norman Reedus
Secret Agent,Dermot Mulroney
Secret Agent,Percy Herbert
Secret Agent,Edward Power
Young and Innocent,Richard Garland
Young and Innocent,Lauren Holly
Young and Innocent,Judith O'Dea
Young and Innocent,Heather O'Rourke
American Gigolo,Gene Hackman
American Gigolo,Leslie Bradley
American Gigolo,Orson Welles
American Gigolo,Georges Descrières
An American in Paris,Martin Sheen
An American in Paris,Charles Gray
An American in Paris,Mary Philbin
An American in Paris,D.W. Moffett
Clifford,Wings Hauser
Clifford,Ethan Embry
Clifford,Jane Wyman
Clifford,Steve Whitmire
Reality Bites,Louis Wolheim
Reality Bites,Claude Rains
Reality Bites,Agatha Hurle
Reality Bites,Claude Earl Jones
Oscar,Mary-Louise Parker
Oscar,Season Hubley
Breaking Glass,Kent Smith
Breaking Glass,Alexandra Holden
Breaking Glass,Karen Dotrice
Breaking Glass,Iris Adrian
An Angel at My Table,John Lurie
An Angel at My Table,Jacqueline Bisset
An Angel at My Table,Colin Firth
An Angel at My Table,Deborah Walley
Angel Baby,Robert Downey Jr.
Angel Baby,Billie Whitelaw
Angel Baby,June Allyson
Angel Baby,Farley Granger
The Apostle,David Naughton
The Apostle,Fernando Rey
The Apostle,Robert Montgomery
The Apostle,Candy Clark
Around the World in Eighty Days,Jack Nance
Around the World in Eighty Days,Helen Hayes
Around the World in Eighty Days,Greg Germann
Around the World in Eighty Days,Cristi Harris
As Good as It Gets,Johnathon Schaech
As Good as It Gets,Charlie Tanimoto
As Good as It Gets,Joe Mantegna
As Good as It Gets,Nick Brimble
The Astronaut's Wife,Anita Ekberg
The Astronaut's Wife,Ras Daniel Hartman
The Astronaut's Wife,Christopher Lee
The Astronaut's Wife,Christina Pickles
The Addams Family,Kurt Raab
The Addams Family,William Atherton
The Addams Family,Robert Cummings
The Addams Family,Donald Pleasence
Backdraft,Bette Davis
Backdraft,Gokor Chivichyan
Backdraft,Diane Clare
Backdraft,Maggie Q
The First Wives Club,Michael Wright
The First Wives Club,Oliver Pratt
The First Wives Club,Richard Carlson
The First Wives Club,Frank C. Turner
The Three Musketeers,John Terry
The Three Musketeers,Andersen Gabrych
The Three Musketeers,William Hopper
The Three Musketeers,Bob Hope
Michael,Mary Fickett
Michael,Charles Napier
Michael,August Schellenberg
Frankenstein,Richard Cox
Frankenstein,Ben Chaplin
Frankenstein,Julie Christie
Frankenstein,Michael Jai White
20.000 Leagues under the Sea,John Terry
20.000 Leagues under the Sea,Michelle Monaghan
20.000 Leagues under the Sea,Christopher Stone
20.000 Leagues under the Sea,Amanda Bearse
Hairspray,Bill Mumy
Hairspray,Damon Wimbley
Hairspray,Sig Ruman
Hairspray,Harold Perrineau
Ghostbusters II,Bess Armstrong
Ghostbusters II,Lewis Howlett
Ghostbusters II,Walker Jones
Ghostbusters II,Lynne Frederick
The Lost World,Mel Harris
The Lost World,Matthew McConaughey
The Lost World,Michael Jeter
The Lost World,Mai Zetterling
Pacific Heights,Cliff Richard
Pacific Heights,Jack Elam
Pacific Heights,Marisa Berenson
Pacific Heights,Michel Blanc
Masquerade,Mark Damon
Masquerade,Daphne Zuniga
Masquerade,Rod Steiger
Masquerade,Paul Dubov
Zabriskie Point,Audrey Dalton
Zabriskie Point,Peter O'Farrell
Zabriskie Point,Elga Andersen
Zabriskie Point,Hugh Grant
How to Steal a Million,Barney Clark
How to Steal a Million,Noah Emmerich
How to Steal a Million,Dee Wallace-Stone
How to Steal a Million,Tamara Dobson
The NeverEnding Story,Hildegarde Neil
Dr. Jekyll and Mr. Hyde,Melendy Britt
Dr. Jekyll and Mr. Hyde,Romolo Valli
Dr. Jekyll and Mr. Hyde,Peter Falk
Dr. Jekyll and Mr. Hyde,Julian Glover
10:30 P.M. Summer,Tom Stern
10:30 P.M. Summer,Romolo Valli
10:30 P.M. Summer,John Hurt
10:30 P.M. Summer,Carol Kane
The Cardinal,Jack Lambert
The Cardinal,Romolo Valli
The Cardinal,Dorothy Patrick
The Cardinal,Mike Anscombe
Good Neighbor Sam,James Madio
Good Neighbor Sam,Hilary Swank
Good Neighbor Sam,Cindy Williams
Good Neighbor Sam,Geoffrey Rush
The Man Between,Lotte Verbeek
The Man Between,Booker Bradshaw
The Man Between,Craig Smith
Abbott and Costello meet Dr. Jekyll and Mr. Hyde,Paul Mantee
Abbott and Costello meet Dr. Jekyll and Mr. Hyde,David Wood
Abbott and Costello meet Dr. Jekyll and Mr. Hyde,Christopher Lambert
The Two Faces of Dr. Jekyll,Charles Herbert
The Two Faces of Dr. Jekyll,Richard Anconina
The Two Faces of Dr. Jekyll,Leila Gastil
The Two Faces of Dr. Jekyll,Bel Deliá
Island of Lost Souls,Sir Cedrick Hardwicke
Island of Lost Souls,Brendan Fletcher
Island of Lost Souls,Lynn Cohen
Island of Lost Souls,Lolita Chammah
Gods and Monsters,Gene Tierney
Gods and Monsters,Megan Ward
Gods and Monsters,Martita Hunt
Gods and Monsters,Madeleine Stowe
Young Frankenstein,Jim Brown
Young Frankenstein,Cory Danziger
Young Frankenstein,Sean Penn
Young Frankenstein,Tommy Strasz
Ace Ventura: Pet Detective,Eddie Mayehoff
Ace Ventura: Pet Detective,Oskar Werner
Ace Ventura: Pet Detective,Oliver Hardy
Ace Ventura: Pet Detective,Peter Bogdanovich
Doctor Dolittle,Deborah Kara Unger
Doctor Dolittle,David Naughton
Doctor Dolittle,Sharon Stone
Doctor Dolittle,David Hedison
Eye of the Devil,Tony Becker
Eye of the Devil,Claudia Barrett
Eye of the Devil,Sharon Stone
Eye of the Devil,Robert Walker
Don't Make Waves,Jack Lord
Don't Make Waves,Roma Maffia
Don't Make Waves,Sharon Stone
Don't Make Waves,Iain Glen
The Fearless Vampire Killers,Dean Jones
The Fearless Vampire Killers,Elizabeth Taylor
The Fearless Vampire Killers,Sharon Stone
The Fearless Vampire Killers,Nancy Gates
The Wrecking Crew,Patti LuPone
The Wrecking Crew,Barbara O'Neil
The Wrecking Crew,Sharon Stone
The Wrecking Crew,Paul Blackthome
Valley of the Dolls,Ward Costello
Valley of the Dolls,Beau Bridges
Valley of the Dolls,George 'Red' Schwartz
Valley of the Dolls,Ruby Dee
42nd Street,Griffin Dunne
42nd Street,Harold Warrender
42nd Street,Chiara Mastroianni
42nd Street,Zakes Mokae
Duck Soup,John Hubbard
Duck Soup,Ras Daniel Hartman
Duck Soup,Nick Apollo Forte
Frankenstein Unbound,Siobhan McKenna
Frankenstein Unbound,Raf Vallone
Frankenstein Unbound,Lionel Abelanski
Frankenstein Unbound,Bel Deliá
The Ghost of Frankenstein,Peter Coyote
The Ghost of Frankenstein,Vernon Wells
The Ghost of Frankenstein,Fred Ward
The Ghost of Frankenstein,Simon Russell Beale
Frankenstein must be Destroyed,Ilona Elkin
Frankenstein must be Destroyed,Pat Thomson
Frankenstein must be Destroyed,Lionel Abelanski
Frankenstein must be Destroyed,Bel Deliá
Frankenstein meets the Wolf Man,Barton Heyman
Frankenstein meets the Wolf Man,Lionel Abelanski
Frankenstein meets the Wolf Man,Booker Bradshaw
Frankenstein meets the Wolf Man,Bel Deliá
Son of Frankenstein,Clarence Felder
Son of Frankenstein,Claude Rich
Son of Frankenstein,Walter Brennan
Son of Frankenstein,Roscoe Ates
It Happened One Night,Peter Coyote
It Happened One Night,Hayley Mills
It Happened One Night,Robert Urich
It Happened One Night,Christopher Lambert
The Curse of Frankenstein,Françoise Rosay
The Curse of Frankenstein,Gina Mantegna
The Curse of Frankenstein,Edward Chapman
The Curse of Frankenstein,Erich von Stroheim
Top Hat,Kim Richards
Top Hat,Lloyd Bochner
Top Hat,Patti LuPone
Top Hat,Berry Kroeger
The Goddess,Jean Anderson
The Goddess,James Stacy
The Goddess,Claude Jarman Jr.
The Goddess,Edward Andrews
Mr. Smith Goes to Washington,Merle Kennedy
Mr. Smith Goes to Washington,Laurence Naismith
Mr. Smith Goes to Washington,David Naughton
Mr. Smith Goes to Washington,Flea
Wuthering Heights,Cary Elwes
Wuthering Heights,Rosalind Cash
Wuthering Heights,Raf Vallone
Wuthering Heights,Gene Kelly
His Girl Friday,Barbara Shelley
His Girl Friday,Henry Edwards
His Girl Friday,Charles Cioffi
His Girl Friday,Eugene Levy
The Lady Eve,Henry Edwards
The Lady Eve,Linda Blair
The Lady Eve,Victor Lundin
The Lady Eve,Catherine Zeta-Jones
My Darling Clementine,John Warwick
My Darling Clementine,Monika Kelly
My Darling Clementine,Joanna Pettet
My Darling Clementine,Walter Barnes
Red River,Hume Cronyn
Red River,Walter Hampden
Red River,Tim Herbert
Red River,Bruce Abbott
The Treasure of the Sierra Madre,Kim Richards
The Treasure of the Sierra Madre,Richard Arlen
The Treasure of the Sierra Madre,Marian Seldes
The Treasure of the Sierra Madre,Judith Anderson
Séance on a Wet Afternoon,Kevin Jamal Woods
Séance on a Wet Afternoon,Touriya Haoud
Séance on a Wet Afternoon,Joan O'Brien
Séance on a Wet Afternoon,Rita Wilson
I Love You to Death,Booker Bradshaw
I Love You to Death,Lon Chaney
I Love You to Death,John Candy
I Love You to Death,Anne Grey
House of Frankenstein,Peter Coyote
House of Frankenstein,Susan Damante
House of Frankenstein,Thora Hird
House of Frankenstein,Robert Morley
Frankenstein Created Woman,John Warwick
Frankenstein Created Woman,Maureen O`Sullivan
Frankenstein Created Woman,Barry Dennen
Frankenstein Created Woman,Walter Pidgeon
The Quiet Man,Alan King
The Quiet Man,Jean Anderson
The Quiet Man,Valérie Kaprisky
The Quiet Man,Bradley Whitford
Shane,Judy Davis
Shane,James Madio
Shane,Jack Black
Shane,Charles Aznavour
A Star Is Born,John Warwick
A Star Is Born,Jeffrey Force
A Star Is Born,Vera Farmiga
A Star Is Born,Natalie Trundy
The Searchers,Duncan Regehr
The Searchers,Jon Tenney
The Searchers,Sylvia Kuumba Williams
The Searchers,John McEnery
Midnight Cowboy,David Andrews
Midnight Cowboy,Barbara Bach
Midnight Cowboy,Neal McDonough
Midnight Cowboy,Karen Balkin
Nashville,Peter Coyote
Nashville,Francis Capra
Nashville,Eugenie Besserer
Nashville,Michael Gough
The Revenge of Frankenstein,Anthony Higgins
The Revenge of Frankenstein,Chris Penn
The Revenge of Frankenstein,Gabriel Casseus
The Revenge of Frankenstein,Peter Sellers
Bad Company,Martin Shaw
Bad Company,Sir Ian McKellen
Bad Company,Warren Clarke
Bad Company,Gary Lahti
Badlands,Ryan Gosling
Badlands,Marion Mack
Badlands,Hardy Krüger
Badlands,Diana Dors
Barry Lyndon,Joan Collins
Barry Lyndon,Jack Black
Barry Lyndon,Zachary Mabry
Barry Lyndon,Evan C. Kim
Mildred Pierce,Julie Carmen
Mildred Pierce,Terence Morgan
Mildred Pierce,Alan Badel
Mildred Pierce,Peter Falk
Far from the Madding Crowd,Christopher Lambert
Far from the Madding Crowd,Karen Morley
Far from the Madding Crowd,JoBeth Williams
Far from the Madding Crowd,James Remar
The Face of Fu Manchu,Burt Kwouk
The Face of Fu Manchu,Paul Schulze
The Face of Fu Manchu,Jeanne Mauborgne
The Face of Fu Manchu,Suzanna Leigh
The Train,Booker Bradshaw
The Train,Lewis Howlett
The Train,Karen Lynn Gorney
The Train,Charles S. Dutton
The Mask of Fu Manchu,Steven Pasquale
The Mask of Fu Manchu,Enver Gjokaj
The Mask of Fu Manchu,Evelyn Keyes
The Mask of Fu Manchu,Katharine Ross
Under Siege 2: Dark Territory,Jean Yanne
Under Siege 2: Dark Territory,Aden Young
Under Siege 2: Dark Territory,Steven Bauer
Under Siege 2: Dark Territory,Nicholas Clay
Legionnaire,Harriet Lenabe
Legionnaire,Mel Harris
Legionnaire,Sig Ruman
Legionnaire,Aldo Ray
Working Girl,Jessica Harper
Working Girl,Kim Richards
Working Girl,Sam Rockwell
Working Girl,Barry Primus
Frances,William Petersen
Frances,Myrna Fahey
Frances,Maureen O'Sullivan
Frances,Nastassja Kinski
The Thin Man,Eddie Albert
The Thin Man,Irene Bedard
The Thin Man,Lee Cormie
The Thin Man,Laszlo Szabo
Fame,Elizabeth Reaser
Fame,Marlene Dietrich
Fame,Robert Flemyng
Fame,Brian Haley
Reflections in a Golden Eye,Diana Rigg
Reflections in a Golden Eye,Billy Crystal
Reflections in a Golden Eye,Anthony Michael Hall
Reflections in a Golden Eye,Marisa Berenson
Mahogany,Wings Hauser
Mahogany,Angela Lansbury
Mahogany,Whitney Houston
Mahogany,Vanessa Lee Chester
"""Girl",Brett Halsey
"""Girl",Elisha Cuthbert
"""Girl",Cyril Cusack
"""Girl",Nomadlozi Kubheka
Underground,Gwen Welles
Underground,Everett Sloane
Underground,Tone Loc
Underground,Denver Pyle
Emma,Lionel Atwill
Emma,Philip Davis
Emma,Donna Dixon
Emma,Peter Wyngarde
Calling Dr. Gillespie,Sophia Bush
Calling Dr. Gillespie,Peter Sarsgaard
Calling Dr. Gillespie,Virna Lisi
Calling Dr. Gillespie,Alan Young
The Millionairess,Dick Haymes
The Millionairess,Linda Blair
The Millionairess,Jack Nicholson
The Millionairess,Edgar Buchanan
It Happened Tomorrow,Raquel Torres
It Happened Tomorrow,John Rhys-Davies
It Happened Tomorrow,Penélope Cruz
It Happened Tomorrow,Robert Blake
One Million Years B.C.,Victor Lundin
One Million Years B.C.,Carole Bouquet
One Million Years B.C.,Lon Chaney
One Million Years B.C.,John Howard
One Million B.C.,Albert Brooks
One Million B.C.,Theresa Russell
One Million B.C.,Janette Scott
One Million B.C.,Charles Hallahan
Dr. Cyclops,Mel Ferrer
Dr. Cyclops,Gary Oldman
Dr. Cyclops,Delphine Seyrig
Dr. Cyclops,Rene Auberjonois
Ransom,Raymond J. Berry
Ransom,Edward Byrnes
Things to Come,Sam Elliott
Things to Come,Melissa Sue Anderson
Things to Come,Max Wall
Things to Come,Tony Todd
Flash Gordon,Steve Guttenberg
Flash Gordon,Irene Cara
Flash Gordon,Joseph Mazzello
Flash Gordon,Helmut Griem
Heat Wave,Peter O'Farrell
Heat Wave,Peter Sarsgaard
Heat Wave,Woodrow Parfrey
Heat Wave,Romolo Valli
"""What's New",Ryan O`Neal
"""What's New",Sally Kirkland
"""What's New",Mike Minett
"""What's New",Neva Patterson
54,Robert Redford
54,Diane Lane
54,Allan Jones
54,Melanie Lynskey
The Desert Hawk,Robert Redford
The Desert Hawk,Diane Lane
The Desert Hawk,Melanie Lynskey
The Desert Hawk,Bob Hastings
Royal Wedding,Burt Young
Royal Wedding,Jean Reno
Royal Wedding,Charles McGraw
Royal Wedding,Frank Reicher
An Eye for an Eye,Rip Torn
An Eye for an Eye,Orson Bean
An Eye for an Eye,Everett McGill
An Eye for an Eye,Glenda Jackson
The Lady from Shanghai,Rip Torn
The Lady from Shanghai,Glenn Close
The Lady from Shanghai,Joseph Cali
The Lady from Shanghai,George Loros
Gilda,Michelle Monaghan
Gilda,Al Jolson
Gilda,Heather O'Rourke
Gilda,Kate McNeil
Frankie and Johnny,Do Thi Hai Yen
Frankie and Johnny,Janine Turner
Frankie and Johnny,Mie Hama
Frankie and Johnny,Boyd Gaines
Rain,Penny Leatherbarrow
Rain,Arthur Kennedy
Rain,Gene Kelly
Rain,Jonathan Frakes
Blondie,Penny Leatherbarrow
Blondie,Arthur Kennedy
Blondie,Larry Hagman
Blondie,Danny McCarthy
Blondie bring's up Baby,Penny Leatherbarrow
Blondie bring's up Baby,Arthur Kennedy
Blondie bring's up Baby,Larry Hagman
Blondie bring's up Baby,Daisy Eagan
Blondie Takes a Vacation,Penny Leatherbarrow
Blondie Takes a Vacation,Arthur Kennedy
Blondie Takes a Vacation,Larry Hagman
Blondie Takes a Vacation,Daisy Eagan
Blondie meets the Boss,Johnathon Schaech
Blondie meets the Boss,Helena Bergström
Blondie meets the Boss,Alan Randolph Scott
Blondie meets the Boss,Timothy Olyphant
Sweeney Todd: The Demon Barber of Fleet Street,Daisy Eagan
